record_id,animal_id,date,rumination_min,eating_min,sitting_min,standing_min,coughing_count,resting_min,activity_rate,mounting_count,sniffing,heat_detection_count,sit_stand_min,data_collection_rate_pct,source_file
1,COW-10000245,2025-06-01,240.3333,93.3333,788.0,652.6667,4,208.1667,57.364768505317095,5,111.27511324125658,0,1440.6667,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-06-02,221.5,110.3333,714.5,726.0,4,215.0,60.715658215892745,4,125.3395550617614,0,1440.5,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-06-03,278.0,101.1667,733.6667,706.8333,0,220.5,60.843463064853786,7,123.3838395720401,0,1440.5,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-06-04,281.1667,108.6667,765.0,675.6667,0,193.1667,59.95014082993803,7,116.78414316102344,0,1440.6667,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-06-05,264.8333,114.6667,833.6667,606.6667,7,273.5,52.35468999734219,1,101.09127841870892,0,1440.3333,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-06-06,306.0,125.8333,731.8333,708.6667,0,147.5,64.6199521,4,124.01765882727533,0,1440.5,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-06-07,294.1667,128.0,705.8333,734.6667,0,151.8333,67.01718423179794,4,129.5303197311442,0,1440.5,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-06-08,354.0,129.8333,812.8333,627.1667,6,187.8333,61.81755440323442,5,117.76502114755137,0,1440.0,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-06-09,379.8333,132.3333,736.0,704.8333,0,157.0,64.06288781505296,4,121.82352254678916,0,1440.8333,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-06-10,320.3333,86.5,881.1667,559.1667,8,208.6667,52.728095837032264,3,101.55041656458828,0,1440.3333,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-06-11,276.0,126.8333,655.3333,785.5,6,175.0,58.44161332474064,4,122.78293483859888,0,1440.8333,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-06-12,420.6667,136.6667,813.3333,627.3333,2,151.3333,63.34052245189944,3,117.49557360958468,0,1440.6667,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-06-13,381.5,146.0,734.0,706.5,0,166.3333,84.26023829966718,10,122.91354270192686,0,1440.5,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-06-14,406.0,120.5,854.1667,586.5,0,208.5,70.22284652942973,9,101.81875762868845,0,1440.6667,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-06-15,255.1667,216.6667,671.0,769.6667,12,265.0,98.47244643988516,8,118.09009823849884,0,1440.6667,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-06-16,250.8333,223.5,713.8333,727.0,0,180.8333,88.63457429,7,128.89116083148448,0,1440.8333,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-06-17,270.8333,102.1667,810.5,630.1667,3,218.1667,56.27782317677453,4,109.95034213862668,0,1440.6667,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-06-18,233.1667,118.3333,776.8333,663.8333,2,208.8333,60.808062396740155,6,113.59140986593052,0,1440.6667,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-06-19,276.3333,99.1667,771.3333,669.3333,9,180.1667,58.06846375048354,5,110.09091090847087,0,1440.6667,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-06-20,269.0,144.1667,804.0,636.8333,2,225.6667,61.08008314,5,107.34754281074343,0,1440.8333,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-06-21,329.1667,145.0,714.0,726.6667,0,161.0,64.95714843411072,2,119.65408934205288,0,1440.6667,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-06-22,308.0,140.5,781.8333,658.8333,7,175.3333,61.74782304,0,110.1980678,0,1440.6667,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-06-23,295.6667,155.5,672.3333,768.0,0,157.3333,65.42942752498246,1,125.67781520314692,0,1440.3333,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-06-24,325.8333,160.3333,714.6667,726.0,0,164.6667,65.85736911531843,0,116.04191075315744,0,1440.6667,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-06-25,310.3333,152.3333,710.8333,730.0,2,181.3333,64.2579537,2,121.56357076279754,0,1440.8333,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-06-26,284.0,127.5,740.3333,700.3333,0,201.3333,64.64714717556072,3,115.9648531622933,0,1440.6667,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-06-27,250.6667,113.6667,739.0,701.5,3,224.3333,57.808909779771206,2,116.24414606611856,0,1440.5,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-06-28,255.5,92.3333,759.8333,680.6667,2,194.0,57.56416473512253,5,115.59241384347116,0,1440.5,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-06-29,183.3333,119.3333,695.1667,745.5,0,213.6667,60.68178754998048,5,127.61479800964383,0,1440.6667,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-06-30,249.6667,144.5,637.3333,803.3333,2,178.6667,63.83815647109357,1,132.06455040066288,0,1440.6667,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-07-01,263.8333,128.3333,668.1667,772.5,0,152.1667,67.32724388789822,6,133.41721751412987,0,1440.6667,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-07-02,254.1667,146.3333,709.3333,731.0,0,182.3333,64.54942233141472,3,126.01007895457528,0,1440.3333,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-07-03,228.3333,189.0,512.8333,928.0,4,136.0,81.88659477344201,4,159.16200733791547,0,1440.8333,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-07-04,298.6667,81.3333,730.6667,708.1667,0,169.1667,63.78055278663631,5,126.58566488502174,0,1438.8333,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-07-05,210.6667,161.5,646.1667,794.6667,6,161.0,70.48581527436379,4,131.18247416613764,0,1440.8333,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-07-06,257.0,183.1667,595.5,845.1667,0,150.3333,75.00970221735271,5,141.5765954740949,0,1440.6667,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-07-07,261.0,116.8333,666.1667,774.0,0,147.8333,70.22355035394034,9,139.27638819062892,0,1440.1667,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-07-08,284.1667,85.5,692.1667,748.6667,0,190.5,59.516006884511455,4,125.45757948973058,0,1440.8333,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-07-09,86.0,114.1667,669.1667,771.6667,0,244.0,65.58672315554512,6,138.58452403662588,0,1440.8333,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-07-10,68.0,107.3333,626.3333,814.3333,2,213.8333,66.88774027685389,8,140.57013870444027,0,1440.6667,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-07-11,133.5,111.3333,663.3333,777.5,0,196.3333,63.98828174,5,129.65721898164412,0,1440.8333,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-07-12,75.1667,119.1667,690.0,750.6667,5,232.1667,60.84385022362423,3,120.05982123167082,0,1440.6667,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-07-13,140.1667,142.3333,687.0,753.8333,6,182.0,62.78229779959966,1,126.60723914019007,0,1440.8333,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-07-14,153.0,151.6667,743.3333,697.5,0,218.8333,63.96027532680108,4,121.68140625388308,0,1440.8333,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-07-15,274.8333,177.3333,622.6667,680.5,0,122.1667,71.37893048672063,4,127.27420278515774,0,1303.1667,90,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-07-16,283.8333,121.8333,745.3333,695.3333,0,173.6667,63.40263257253948,5,121.0898405090078,0,1440.6667,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-07-17,134.3333,117.5,793.1667,647.8333,3,208.1667,59.71532245876887,2,117.98572880014513,0,1441.0,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-07-18,159.6667,97.1667,553.3333,887.5,0,196.5,92.77389648155092,16,155.13207267377334,1,1440.8333,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-07-19,368.5,58.0,735.8333,704.6667,2,136.1667,81.12758973234301,8,144.08901128092532,0,1440.5,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-07-20,295.3333,92.1667,638.3333,802.3333,0,177.6667,88.09237219348432,13,149.7950380072446,0,1440.6667,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-07-21,390.6667,310.6667,649.3333,791.5,8,94.1667,111.0572986768256,11,208.38636313372777,0,1440.8333,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-07-22,242.0,121.1667,578.5,862.0,4,135.3333,84.86368180424695,6,215.48864392650552,0,1440.5,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-07-23,208.0,109.1667,592.3333,848.3333,0,168.6667,80.89049208224895,8,214.9213540338907,0,1440.6667,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-07-24,187.8333,106.8333,593.1667,847.5,2,190.3333,79.48493457954827,17,212.78831354173892,0,1440.6667,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-07-25,188.0,132.8333,712.0,728.8333,2,235.3333,73.17832155155956,5,177.27639487880444,0,1440.8333,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-07-26,94.5,24.8333,549.5,891.3333,0,178.0,77.76197235125072,13,186.98273832498776,0,1440.8333,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-07-27,48.1667,117.1667,725.8333,715.0,7,282.8333,67.17918155950366,7,159.5131483624063,0,1440.8333,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-07-28,229.3333,442.5,634.0,806.6667,0,223.8333,126.42287917624796,9,219.18529393164332,0,1440.6667,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-07-29,281.5,97.1667,816.5,622.5,6,181.5,58.26948589601532,0,142.8980096225416,0,1439.0,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-07-30,79.5,117.5,814.1667,624.5,0,244.3333,55.52155058067965,4,139.57197699312593,0,1438.6667,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-07-31,113.3333,170.1667,778.0,662.8333,0,244.3333,60.692582818246976,6,147.51904471614168,0,1440.8333,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-08-01,344.1667,158.1667,840.8333,599.8333,2,168.1667,63.15742899565054,1,145.3586750756475,0,1440.6667,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-08-02,280.0,157.1667,839.8333,601.0,2,178.1667,58.894616836892034,5,139.67097749042676,0,1440.8333,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-08-03,223.8333,177.0,781.6667,659.1667,6,216.0,62.825340637242334,4,144.86717572165335,0,1440.8333,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-08-04,309.0,153.0,841.6667,599.1667,4,175.8333,61.55439627687665,9,147.71491820168262,0,1440.8333,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-08-05,391.5,122.8333,885.0,555.8333,0,213.1667,58.266130296255966,6,140.48106328678517,0,1440.8333,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-08-06,305.0,384.6667,688.5,752.1667,4,215.8333,110.93359971476724,10,203.4532424864092,0,1440.6667,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-08-07,281.5,146.0,820.3333,620.5,4,249.0,60.90498200257159,7,138.6222334994685,0,1440.8333,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-08-08,270.1667,128.6667,658.8333,782.0,4,163.1667,72.29428240024265,10,177.33514345609225,0,1440.8333,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-08-09,223.8333,125.6667,877.5,563.3333,10,292.5,54.041775634483216,2,125.74411510249108,0,1440.8333,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-08-10,198.5,100.8333,928.5,512.3333,0,331.0,46.235508095259746,2,107.34340006936968,0,1440.8333,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-08-11,208.3333,382.1667,732.6667,708.0,0,254.1667,114.18606366674308,14,176.8709510688923,0,1440.6667,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-08-12,210.6667,118.1667,898.0,542.8333,7,294.3333,55.81195411660066,3,126.8135211011314,0,1440.8333,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-08-13,371.0,254.5,849.0,591.8333,0,247.5,66.79780458590417,3,140.9667135788017,0,1440.8333,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-08-14,397.0,379.0,668.1667,772.5,2,157.5,101.57593259762857,8,175.44305615820082,0,1440.6667,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-08-15,372.6667,229.0,846.8333,594.0,9,207.1667,71.55468506424188,2,148.17462739122612,0,1440.8333,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-08-16,513.3333,202.0,823.8333,616.6667,6,113.0,70.27111915,7,158.53024182269436,0,1440.5,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-08-17,387.3333,164.3333,877.3333,563.5,2,185.1667,65.70770192187669,1,145.6704770601713,0,1440.8333,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-08-18,288.8333,225.6667,769.8333,671.0,2,208.6667,71.30578893922946,2,154.58907995008883,0,1440.8333,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-08-19,204.3333,174.5,810.6667,630.0,2,225.0,67.99714805,6,148.54573393684467,0,1440.6667,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-08-20,352.3333,213.6667,795.8333,644.8333,4,183.8333,74.71790955387735,7,161.00727215457547,0,1440.6667,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-08-21,325.5,134.3333,842.3333,598.5,8,181.5,64.3035775,5,145.07553021159043,0,1440.8333,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-08-22,307.5,154.8333,818.0,622.8333,4,158.3333,67.95408623310925,5,150.53804824502566,0,1440.8333,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-08-23,240.5,186.8333,828.8333,612.0,6,202.6667,68.73580310439843,4,151.00045824685216,0,1440.8333,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-08-24,259.6667,461.6667,648.6667,792.0,0,167.5,118.29209690014558,13,203.20468689213743,0,1440.6667,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-08-25,492.6667,208.5,851.3333,589.3333,4,146.1667,77.34079975267629,1,162.73993491464498,0,1440.6667,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-08-26,340.5,190.1667,804.3333,636.5,0,187.6667,73.07197438422622,2,160.11291667172645,0,1440.8333,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-08-27,312.1667,483.8333,655.3333,785.5,12,190.5,121.20059997487992,5,204.62145530122632,0,1440.8333,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-08-28,425.3333,194.6667,936.5,504.1667,2,195.3333,67.99796237265937,3,135.52818942654747,0,1440.6667,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-08-29,388.0,173.3333,896.5,544.1667,2,234.5,68.21987754,5,140.3751547940072,0,1440.6667,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-08-30,288.8333,212.0,766.1667,674.6667,0,181.8333,72.01198832488184,6,156.59786082058713,0,1440.8333,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-08-31,461.0,221.3333,805.8333,635.0,7,105.8333,84.33247206044238,8,174.79164373950508,0,1440.8333,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-09-01,470.8333,265.5,795.6667,645.0,0,131.3333,83.11742831137047,5,167.0241814308396,0,1440.6667,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-09-02,477.0,209.0,845.8333,595.0,0,186.1667,75.66187150909971,3,153.9706574126156,0,1440.8333,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-09-03,361.3333,179.6667,847.1667,593.6667,0,196.3333,67.95623335388784,3,144.74501830984084,0,1440.8333,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-09-04,492.6667,211.8333,855.5,585.3333,6,199.8333,70.52590389,8,145.44609992058722,0,1440.8333,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-09-05,316.0,149.5,845.1667,595.6667,5,245.5,63.70881922883475,10,137.39479371479578,0,1440.8333,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-09-06,378.0,184.6667,823.1667,617.5,2,202.3333,68.82765583,6,148.6760101181553,0,1440.6667,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-09-07,382.1667,202.5,844.8333,622.5,6,227.0,68.95321691323281,10,143.18015201695124,0,1467.3333,102,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-09-08,267.3333,202.5,692.6667,567.1667,2,176.5,74.14550486,2,156.5617994256618,0,1259.8333,87,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-09-09,423.0,243.1667,811.5,629.3333,2,164.6667,72.01705201889753,3,150.64142749515003,0,1440.8333,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-09-10,302.8333,208.8333,828.5,612.1667,5,223.1667,69.01487229544495,2,144.56665,0,1440.6667,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-09-11,323.6667,162.3333,904.1667,536.6667,5,227.3333,56.06843420396036,3,128.59177020741998,0,1440.8333,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-09-12,214.6667,269.0,733.5,707.1667,0,229.5,72.16679060696342,6,159.38144120724317,0,1440.6667,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-09-13,392.0,264.3333,712.5,728.3333,4,111.6667,80.69210578914044,7,177.22522812816297,0,1440.8333,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-09-14,369.3333,263.0,839.5,601.3333,0,176.6667,74.71809618427548,2,154.34434686388286,0,1440.8333,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-09-15,366.3333,280.0,838.0,603.3333,2,208.1667,74.04858120716246,2,155.47430542858524,0,1441.3333,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-09-16,297.0,316.3333,856.6667,583.5,0,209.6667,77.4981045,4,152.30877037167537,0,1440.1667,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-09-17,323.1667,250.1667,849.3333,591.5,8,209.1667,72.06823717230935,4,148.95402870818052,0,1440.8333,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-09-18,339.0,219.3333,938.3333,502.5,0,261.8333,65.07002989910737,2,126.96245704240503,0,1440.8333,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-09-19,313.6667,216.3333,918.5,522.1667,6,267.6667,61.14046054435846,1,126.29798612678452,0,1440.6667,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-09-20,226.8333,210.6667,912.6667,528.1667,6,282.1667,62.93185133572739,5,128.81429931481773,0,1440.8333,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-09-21,283.8333,254.6667,877.1667,562.8333,2,231.0,71.22183112,6,141.19878770024687,0,1440.0,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-09-22,371.5,359.6667,754.8333,686.0,2,155.1667,84.72786895769603,6,166.9548232793946,0,1440.8333,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-09-23,433.6667,298.8333,825.5,615.3333,2,158.8333,78.53460331080042,6,162.89006659583316,0,1440.8333,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-09-24,455.6667,205.6667,853.6667,587.0,0,146.0,69.23088006651109,3,148.50510422524783,0,1440.6667,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-09-25,306.3333,285.3333,834.0,606.8333,0,230.8333,70.82318178,2,145.16461727038637,0,1440.8333,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-09-26,357.5,206.6667,905.6667,535.1667,8,234.6667,71.90811010728066,9,146.61674018399847,0,1440.8333,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-09-27,334.0,109.0,783.6667,657.1667,0,180.1667,73.05369601406893,9,170.06535612275107,0,1440.8333,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-09-28,369.8333,127.0,840.1667,600.5,2,237.6667,67.74135312,7,155.73774526539583,0,1440.6667,100,sample_data/Danone sensor dataset 2.csv
1,COW-10000245,2025-09-29,200.0,216.3333,651.8333,643.6667,0,144.1667,91.13646266421463,6,195.93758466359375,0,1295.5,90,sample_data/Danone sensor dataset 2.csv
2,COW-10000246,2025-06-01,430.8333,181.0,774.1667,666.3333,0,137.3333,75.07797557226586,5,140.82684334292946,0,1440.5,100,sample_data/Danone sensor dataset 2.csv
2,COW-10000246,2025-06-02,325.1667,169.5,757.3333,683.5,11,219.0,73.09196822528828,9,137.32782552530475,0,1440.8333,100,sample_data/Danone sensor dataset 2.csv
2,COW-10000246,2025-06-03,329.6667,182.1667,766.1667,674.6667,2,208.6667,72.73237994,9,131.90994809858367,0,1440.8333,100,sample_data/Danone sensor dataset 2.csv
2,COW-10000246,2025-06-04,284.0,204.3333,773.8333,666.8333,5,218.8333,75.34066394,5,133.9084846782552,0,1440.6667,100,sample_data/Danone sensor dataset 2.csv
2,COW-10000246,2025-06-05,295.1667,178.3333,868.0,572.8333,10,259.3333,64.14750696979829,4,119.46139907616283,0,1440.8333,100,sample_data/Danone sensor dataset 2.csv
2,COW-10000246,2025-06-06,325.1667,237.6667,731.1667,709.5,2,221.6667,78.38417487473248,14,148.98042180150927,0,1440.6667,100,sample_data/Danone sensor dataset 2.csv
2,COW-10000246,2025-06-07,456.5,230.8333,805.6667,635.0,2,206.0,75.64143126565844,15,134.6617398,0,1440.6667,100,sample_data/Danone sensor dataset 2.csv
2,COW-10000246,2025-06-08,469.8333,187.3333,862.6667,578.0,4,181.3333,70.12875388806091,5,129.45937360121883,0,1440.6667,100,sample_data/Danone sensor dataset 2.csv
2,COW-10000246,2025-06-09,366.8333,200.5,565.0,875.6667,0,166.8333,90.58653839,10,179.2906632747765,0,1440.6667,100,sample_data/Danone sensor dataset 2.csv
2,COW-10000246,2025-06-10,339.8333,149.6667,755.8333,685.0,4,253.6667,71.51074204629663,10,143.21519426971312,0,1440.8333,100,sample_data/Danone sensor dataset 2.csv
2,COW-10000246,2025-06-11,344.3333,201.6667,681.0,759.6667,3,184.5,79.53385366769038,16,155.17227767739567,1,1440.6667,100,sample_data/Danone sensor dataset 2.csv
2,COW-10000246,2025-06-12,370.1667,187.3333,559.6667,881.1667,2,138.3333,89.30579990014098,6,170.6359266697016,0,1440.8333,100,sample_data/Danone sensor dataset 2.csv
2,COW-10000246,2025-06-13,368.3333,357.1667,736.1667,704.0,0,190.5,101.88013886207922,16,163.55452032611265,0,1440.1667,100,sample_data/Danone sensor dataset 2.csv
2,COW-10000246,2025-06-14,470.0,186.6667,930.8333,509.6667,0,259.0,74.07168210828578,9,130.82091249719505,0,1440.5,100,sample_data/Danone sensor dataset 2.csv
2,COW-10000246,2025-06-15,227.8333,404.6667,745.1667,695.5,0,307.5,100.54245955411176,10,155.62428947070967,0,1440.6667,100,sample_data/Danone sensor dataset 2.csv
2,COW-10000246,2025-06-16,281.6667,330.0,745.8333,694.8333,5,252.8333,99.7458454151498,18,169.52091408570237,0,1440.6667,100,sample_data/Danone sensor dataset 2.csv
2,COW-10000246,2025-06-17,348.5,235.6667,780.5,660.3333,2,242.1667,74.70190761515417,8,142.3784944127239,0,1440.8333,100,sample_data/Danone sensor dataset 2.csv
2,COW-10000246,2025-06-18,391.1667,246.0,806.1667,634.6667,2,210.5,75.19432301739174,13,140.1584938097855,0,1440.8333,100,sample_data/Danone sensor dataset 2.csv
2,COW-10000246,2025-06-19,343.3333,195.8333,844.5,596.1667,0,265.1667,68.23895709926141,11,127.81066347304896,0,1440.6667,100,sample_data/Danone sensor dataset 2.csv
2,COW-10000246,2025-06-20,374.8333,225.1667,822.6667,618.0,0,226.3333,73.86376334582695,8,138.61284326591297,0,1440.6667,100,sample_data/Danone sensor dataset 2.csv
2,COW-10000246,2025-06-21,459.5,243.6667,822.5,618.3333,0,206.3333,74.20208712706086,4,139.84400544571974,0,1440.8333,100,sample_data/Danone sensor dataset 2.csv
2,COW-10000246,2025-06-22,359.5,259.1667,751.6667,689.3333,0,224.8333,80.91975646026704,10,147.7273063,0,1441.0,100,sample_data/Danone sensor dataset 2.csv
2,COW-10000246,2025-06-23,390.6667,252.6667,746.1667,694.5,0,207.3333,79.04711213612767,7,137.39051448145932,0,1440.6667,100,sample_data/Danone sensor dataset 2.csv
2,COW-10000246,2025-06-24,438.3333,289.5,793.5,647.0,0,170.5,86.0570376,7,146.87024511204652,0,1440.5,100,sample_data/Danone sensor dataset 2.csv
2,COW-10000246,2025-06-25,389.8333,265.8333,682.5,758.1667,0,180.6667,87.71656754832199,11,154.88746330617812,0,1440.6667,100,sample_data/Danone sensor dataset 2.csv
2,COW-10000246,2025-06-26,503.3333,305.8333,819.8333,621.0,0,158.5,82.58993546158817,2,136.51632870463985,0,1440.8333,100,sample_data/Danone sensor dataset 2.csv
2,COW-10000246,2025-06-27,393.8333,196.3333,712.5,728.3333,0,193.3333,93.46571391576146,18,165.21989627129912,3,1440.8333,100,sample_data/Danone sensor dataset 2.csv
2,COW-10000246,2025-06-28,358.6667,205.8333,805.8333,635.0,0,247.6667,79.45700611580031,7,142.7499380823227,0,1440.8333,100,sample_data/Danone sensor dataset 2.csv
2,COW-10000246,2025-06-29,246.1667,269.5,561.3333,879.3333,0,170.0,120.24167422286231,16,196.1089979327977,1,1440.6667,100,sample_data/Danone sensor dataset 2.csv
2,COW-10000246,2025-06-30,473.3333,219.5,691.6667,749.1667,2,133.0,93.17630454968553,16,171.2782472044557,0,1440.8333,100,sample_data/Danone sensor dataset 2.csv
2,COW-10000246,2025-07-01,402.6667,180.3333,753.3333,687.1667,0,191.1667,86.30624266,6,145.9844118520147,0,1440.5,100,sample_data/Danone sensor dataset 2.csv
2,COW-10000246,2025-07-02,249.5,149.6667,569.1667,871.3333,0,134.0,103.38390720645047,15,178.1740365364369,0,1440.5,100,sample_data/Danone sensor dataset 2.csv
2,COW-10000246,2025-07-03,291.1667,258.8333,632.3333,808.5,0,99.1667,107.72712703106926,25,183.68016513804605,5,1440.8333,100,sample_data/Danone sensor dataset 2.csv
2,COW-10000246,2025-07-04,299.5,177.0,797.1667,643.3333,0,201.0,78.16135154476076,14,140.33827706093896,0,1440.5,100,sample_data/Danone sensor dataset 2.csv
2,COW-10000246,2025-07-05,252.3333,215.1667,743.3333,696.8333,0,191.6667,82.95631609116421,14,146.9008745163241,0,1440.1667,100,sample_data/Danone sensor dataset 2.csv
